,fighter,birthday,height,weight,reach,stance
1141,Jack-May,1981-04-14,80.0,255.0,79.0,Switch
1142,Kyle-Kingsbury,1982-03-22,76.0,205.0,76.0,Orthodox
1143,Hernani-Perpetuo,1985-05-24,72.0,170.0,74.0,Orthodox
1144,Steven-Siler,1987-02-15,71.0,145.0,70.0,Orthodox
1145,Phil-Harris,1983-09-04,64.0,125.0,64.0,Orthodox
1146,Mike-King,1983-08-04,75.0,185.0,75.0,
1147,Cody-Donovan,1981-02-20,75.0,205.0,74.0,Orthodox
1148,Pat-Healy,1983-07-20,72.0,155.0,74.0,Orthodox
1149,Tina-Lahdemaki,1988-05-28,62.0,115.0,62.0,Orthodox
1150,Jesse-Ronson,1985-12-24,70.0,155.0,72.0,Southpaw
1151,Daniel-Spohn,1984-10-12,76.0,205.0,79.0,Southpaw
1152,Robert-Drysdale,1981-10-05,75.0,205.0,78.0,Orthodox
1153,Guilherme-Vasconcelos,1986-03-23,72.0,185.0,74.0,Orthodox
1154,Colton-Smith,1987-08-14,72.0,155.0,71.0,Orthodox
1155,Chris-Indich,1987-04-22,70.0,170.0,73.0,
1156,Mike-Easton,1984-01-25,66.0,135.0,70.0,Southpaw
1157,Jason-High,1981-10-12,68.0,155.0,71.0,Southpaw
1158,Lance-Benoist,1988-08-26,71.0,170.0,73.0,Southpaw
1159,Bobby-Voelker,1979-04-26,72.0,170.0,75.0,Orthodox
1160,Chris-Holdsworth,1987-10-24,71.0,135.0,71.0,
1161,Ben-Wall,1989-03-25,70.0,155.0,73.0,Orthodox
1162,Anthony-Lapsley,1980-02-13,69.0,170.0,71.0,Southpaw
1163,Estevan-Payan,1982-03-14,70.0,145.0,72.0,Orthodox
1164,Mark-Bocek,1981-10-24,68.0,155.0,75.0,Orthodox
1165,Ronny-Markes,1988-04-21,73.0,185.0,75.0,Orthodox
1166,Thiago-Perpetuo,1987-12-14,70.0,170.0,71.0,Orthodox
1167,Jake-Shields,1979-01-09,72.0,170.0,72.0,Orthodox
1168,Renee-Forte,1987-03-27,67.0,155.0,71.0,Orthodox
1169,Will-Campuzano,1986-05-27,69.0,125.0,70.0,Orthodox
1170,Bubba-McDaniel,1983-05-03,75.0,185.0,75.0,Southpaw
1171,Daniel-Pineda,1985-08-06,67.0,145.0,69.0,Orthodox
1172,Melvin-Guillard,1983-03-30,69.0,155.0,68.0,Orthodox
1173,Cyrille-Diabate,1973-10-06,78.0,205.0,81.0,Southpaw
1174,John-Hathaway,1987-07-23,73.0,170.0,75.0,Orthodox
1175,Ivan-Menjivar,1982-05-30,66.0,145.0,64.0,Orthodox
1176,Nam-Phan,1983-03-13,66.0,135.0,70.0,Orthodox
1177,Albert-Cheng,1985-02-07,71.0,170.0,,Orthodox
1178,TJ-Waldburger,1988-04-25,71.0,170.0,75.0,Orthodox
1179,Rafaello-Oliveira,1982-01-26,68.0,155.0,71.0,Orthodox
1180,Cristiano-Marcello,1977-12-03,69.0,155.0,72.0,Orthodox
1181,Nick-Catone,1981-09-01,72.0,185.0,72.0,Southpaw
1182,Junior-Hernandez,1986-07-22,69.0,135.0,69.0,Orthodox
1183,Mike-Rio,1981-07-06,70.0,155.0,71.0,Orthodox
1184,Brian-Houston,1981-04-26,74.0,185.0,78.0,Orthodox
1185,Shunichi-Shimizu,1985-01-31,65.0,135.0,66.0,Orthodox
1186,Will-Chope,1990-09-08,76.0,145.0,76.0,Switch
1187,Quinn-Mulhern,1984-09-20,75.0,155.0,76.0,Orthodox
1188,Dave-Galera,1978-01-12,71.0,135.0,,Orthodox
1189,Chris-Leben,1980-07-21,71.0,185.0,74.0,Southpaw
1190,Mac-Danzig,1980-01-02,68.0,155.0,70.0,Orthodox
1191,Cody-McKenzie,1987-12-16,72.0,155.0,72.0,Switch
1192,Roger-Bowling,1982-12-05,69.0,155.0,68.0,Orthodox
1193,Darren-Uyenoyama,1979-10-15,66.0,125.0,64.0,Orthodox
1194,Pat-Barry,1979-07-07,71.0,235.0,74.0,Orthodox
1195,Julie-Kedzie,1981-03-18,65.0,135.0,64.0,Orthodox
1196,Nick-Ring,1979-02-10,72.0,185.0,74.0,Southpaw
1197,Peggy-Morgan,1979-12-16,73.0,135.0,70.0,
1198,Chael-Sonnen,1977-04-03,73.0,205.0,74.0,Southpaw
1199,Edwin-Figueroa,1984-07-31,67.0,135.0,69.0,Orthodox
1200,Jose-Maria,1982-01-04,65.0,125.0,,Orthodox
1201,Alessio-Sakara,1981-09-02,72.0,185.0,72.0,Orthodox
1202,Rosi-Sexton,1977-07-16,63.0,135.0,63.0,Orthodox
1203,Michael-Kuiper,1989-06-07,72.0,185.0,73.0,Orthodox
1204,George-Sotiropoulos,1977-07-09,70.0,155.0,71.0,Orthodox
1205,Adlan-Amagov,1986-10-30,74.0,170.0,76.0,Orthodox
1206,Jeremy-Larsen,1984-05-18,70.0,145.0,70.0,Orthodox
1207,Dustin-Pague,1987-08-05,69.0,135.0,74.0,Orthodox
1208,Thiago-Silva,1982-11-12,74.0,205.0,74.0,Orthodox
1209,Matt-Hamill,1976-10-05,73.0,205.0,76.0,Orthodox
1210,Joey-Beltran,1981-12-08,73.0,185.0,75.0,Orthodox
1211,Rousimar-Palhares,1980-02-26,68.0,170.0,71.0,Orthodox
1212,David-Mitchell,1979-10-24,72.0,170.0,76.0,Orthodox
1213,Iliarde-Santos,1980-09-25,65.0,125.0,66.0,Orthodox
1214,Mike-Ricci,1986-03-18,72.0,155.0,77.0,Southpaw
1215,Nandor-Guelmino,1975-12-20,75.0,230.0,76.0,
1216,Marcos-Vinicius,1979-12-05,69.0,125.0,70.0,Orthodox
1217,Joao-Zeferino,1986-01-15,71.0,170.0,73.0,Orthodox
1218,Keith-Wisniewski,1981-10-25,72.0,170.0,75.0,Orthodox
1219,Yuri-Villefort,1991-03-23,72.0,170.0,73.0,Orthodox
1220,Brandon-Vera,1977-10-10,75.0,230.0,76.0,Orthodox
1221,Pascal-Krauss,1987-04-19,73.0,170.0,72.0,Orthodox
1222,Ryan-Couture,1982-08-27,70.0,155.0,75.0,Orthodox
1223,Jared-Hamman,1982-03-07,75.0,185.0,75.0,Orthodox
1224,Martin-Kampmann,1982-04-17,72.0,170.0,72.0,Orthodox
1225,Brian-Melancon,1982-05-28,68.0,170.0,72.0,Orthodox
1226,Papy-Abedi,1978-06-30,71.0,185.0,74.0,Southpaw
1227,James-Head,1984-02-09,73.0,170.0,73.0,Orthodox
1228,Benny-Alloway,1981-02-19,71.0,170.0,75.0,Orthodox
1229,Mike-Brown,1975-09-08,66.0,145.0,70.0,Orthodox
1230,Vinny-Magalhaes,1984-07-02,75.0,205.0,79.0,Orthodox
1231,Sheila-Gaff,1989-12-29,65.0,135.0,62.0,Orthodox
1232,Josh-Clopton,1981-07-11,66.0,145.0,68.0,Orthodox
1233,Ednaldo-Oliveira,1984-02-19,77.0,205.0,79.0,Orthodox
1234,Bristol-Marunde,1982-04-20,73.0,170.0,71.0,Orthodox
1235,Aaron-Riley,1980-12-09,68.0,155.0,69.0,Southpaw
1236,John-Albert,1986-10-13,68.0,135.0,68.0,
1237,Roger-Gracie,1981-09-26,76.0,185.0,79.0,Orthodox
1238,Dave-Herman,1984-10-03,76.0,242.0,76.0,Orthodox
1239,Sean-Pierson,1976-03-10,72.0,170.0,76.0,Southpaw
1240,John-Maguire,1983-05-19,69.0,155.0,69.0,Southpaw
1241,Eddie-Mendez,1984-01-16,70.0,185.0,76.0,
1242,Karlos-Vemola,1985-07-03,72.0,185.0,75.0,Orthodox
1243,TJ-Grant,1984-02-26,70.0,155.0,72.0,Orthodox
1244,Nah-Shon-Burrell,1990-02-05,71.0,170.0,73.0,Orthodox
1245,Brian-Bowles,1980-06-22,67.0,135.0,70.0,Orthodox
1246,John-Cholish,1983-12-17,71.0,155.0,72.0,Orthodox
1247,Roger-Hollett,1978-10-08,71.0,205.0,70.0,Orthodox
1248,Azamat-Gashimov,1990-04-07,66.0,125.0,66.0,Orthodox
1249,Alan-Belcher,1984-04-24,74.0,185.0,73.0,Orthodox
1250,Cheick-Kongo,1975-05-17,76.0,240.0,82.0,Orthodox
1251,Leonard-Garcia,1979-07-14,70.0,145.0,69.0,Orthodox
1252,Clifford-Starks,1981-04-25,72.0,185.0,77.0,Orthodox
1253,Gilbert-Smith,1981-10-19,69.0,185.0,75.0,Southpaw
1254,Collin-Hart,1989-10-12,73.0,185.0,76.0,Orthodox
1255,Jimmy-Quinlan,1986-05-25,72.0,185.0,72.0,Orthodox
1256,Bart-Palaszewski,1983-05-30,69.0,145.0,70.0,Orthodox
1257,Justin-Lawrence,1990-05-15,68.0,145.0,67.0,Orthodox
1258,Philip-De-Fries,1986-04-21,77.0,250.0,82.0,Orthodox
1259,Pablo-Garza,1983-09-16,73.0,145.0,73.0,Orthodox
1260,Adam-Cella,1985-06-26,74.0,170.0,78.0,
1261,Chris-Spang,1987-11-26,74.0,170.0,,Orthodox
1262,Besam-Yousef,1985-03-25,71.0,170.0,71.0,Orthodox
1263,Colin-Fletcher,1983-01-08,74.0,155.0,78.0,Orthodox
1264,Antonio-Carvalho,1979-05-30,69.0,145.0,68.0,Orthodox
1265,Issei-Tamura,1984-03-12,65.0,135.0,63.0,Orthodox
1266,Reuben-Duran,1983-07-02,67.0,135.0,69.0,Orthodox
1267,Wanderlei-Silva,1976-07-03,71.0,205.0,74.0,Orthodox
1268,Brian-Stann,1980-09-24,73.0,205.0,74.0,Orthodox
1269,Riki-Fukuda,1981-01-06,72.0,185.0,73.0,Southpaw
1270,Josh-Neer,1983-03-24,71.0,170.0,72.0,Orthodox
1271,Lavar-Johnson,1977-06-11,76.0,240.0,82.0,Orthodox
1272,Anton-Kuivanen,1984-05-01,68.0,155.0,72.0,Orthodox
1273,Matt-Grice,1981-07-29,68.0,145.0,70.0,Orthodox
1274,Caros-Fodor,1984-01-07,69.0,155.0,76.0,Orthodox
1275,Brock-Jardine,1985-07-10,71.0,170.0,73.0,Orthodox
1276,Jon-Manley,1986-07-07,73.0,170.0,75.0,Orthodox
1277,Jorge-Santiago,1980-10-09,73.0,170.0,74.0,Orthodox
1278,Che-Mills,1982-09-29,73.0,170.0,76.0,Orthodox
1279,Matthew-Riddle,1986-01-14,73.0,170.0,74.0,Southpaw
1280,Terry-Etim,1986-01-11,73.0,155.0,73.0,Orthodox
1281,Paul-Sass,1988-08-04,72.0,155.0,73.0,Orthodox
1282,Josh-Grispi,1988-10-14,71.0,145.0,74.0,Orthodox
1283,Motonobu-Tezuka,1987-08-29,67.0,135.0,66.0,Southpaw
1284,Ulysses-Gomez,1983-05-25,66.0,125.0,66.0,Orthodox
1285,Jon-Fitch,1978-02-24,72.0,170.0,76.0,Orthodox
1286,Jay-Hieron,1976-07-29,72.0,170.0,75.0,Orthodox
1287,Jacob-Volkmann,1980-09-05,69.0,155.0,71.0,Southpaw
1288,Mike-Stumpf,1986-08-01,70.0,170.0,71.0,
1289,Vladimir-Matyushenko,1971-01-04,72.0,205.0,74.0,Orthodox
1290,Mike-Russow,1976-09-11,73.0,255.0,73.0,Orthodox
1291,Simeon-Thoresen,1984-03-14,73.0,170.0,79.0,Orthodox
1292,Milton-Vieira,1978-10-04,72.0,145.0,72.0,Orthodox
1293,Diego-Nunes,1982-11-30,66.0,145.0,67.0,Orthodox
1294,Pedro-Nobre,1986-02-13,65.0,135.0,,
1295,Wagner-Prado,1986-12-30,72.0,205.0,74.0,Southpaw
1296,CJ-Keith,1986-08-09,72.0,155.0,,Orthodox
1297,Byron-Bloodworth,1983-08-16,68.0,135.0,69.0,Orthodox
1298,Shane-del-Rosario,1983-09-23,76.0,250.0,79.0,Southpaw
1299,Jonathan-Brookins,1985-08-13,72.0,145.0,73.0,Southpaw
1300,John-Cofer,1984-04-29,69.0,155.0,73.0,Southpaw
1301,Jared-Papazian,1988-02-01,68.0,135.0,67.0,Southpaw
1302,Manuel-Rodriguez,1985-04-25,69.0,170.0,68.0,Orthodox
1303,Brendan-Loughnane,1989-12-05,70.0,145.0,70.0,Switch
1304,Nick-Penner,1980-03-26,76.0,205.0,77.0,Southpaw
1305,Henry-Martinez,1983-08-07,67.0,155.0,68.0,Southpaw
1306,Marcus-LeVesseur,1982-07-17,69.0,155.0,70.0,Southpaw
1307,Mark-Hominick,1982-07-22,68.0,145.0,68.0,Orthodox
1308,Chad-Griggs,1978-05-15,73.0,205.0,73.0,Orthodox
1309,Rich-Franklin,1974-10-05,73.0,185.0,75.0,Southpaw
1310,Tiequan-Zhang,1978-07-25,68.0,155.0,70.0,Orthodox
1311,Jeff-Hougland,1978-08-02,67.0,135.0,68.0,Orthodox
1312,Yasuhiro-Urushitani,1976-09-08,65.0,125.0,,Southpaw
1313,Tom-DeBlass,1982-05-14,72.0,185.0,75.0,Orthodox
1314,Stephan-Bonnar,1977-04-04,76.0,205.0,78.0,Orthodox
1315,Joey-Gambino,1988-10-26,67.0,145.0,,Orthodox
1316,Luiz-Cane,1981-04-24,74.0,185.0,77.0,Southpaw
1317,Aaron-Simpson,1974-07-20,72.0,170.0,73.0,Orthodox
1318,Carlo-Prater,1981-06-25,71.0,155.0,72.0,Switch
1319,Shane-Roller,1979-07-14,70.0,155.0,72.0,Orthodox
1320,Dan-Hardy,1982-05-17,72.0,170.0,74.0,Orthodox
1321,Duane-Ludwig,1978-08-04,70.0,170.0,70.0,Orthodox
1322,DaMarques-Johnson,1982-06-28,73.0,170.0,75.0,Orthodox
1323,Jason-Young,1986-06-28,69.0,145.0,73.0,Orthodox
1324,Walel-Watson,1984-07-16,71.0,135.0,69.0,Orthodox
1325,Buddy-Roberts,1982-10-17,74.0,185.0,,Orthodox
1326,Tommy-Hayden,1986-03-11,69.0,145.0,72.0,Southpaw
1327,Ken-Stone,1982-10-08,68.0,135.0,71.0,
1328,Eiji-Mitsuoka,1976-01-01,67.0,145.0,,Southpaw
1329,Oli-Thompson,1980-01-02,73.0,242.0,75.0,Orthodox
1330,Michihiro-Omigawa,1975-12-19,66.0,145.0,68.0,Orthodox
1331,Damacio-Page,1982-09-30,66.0,135.0,66.0,Orthodox
1332,Josh-Ferguson,1988-05-13,65.0,125.0,66.0,Orthodox
1333,Dan-Stittgen,1980-11-17,73.0,170.0,,Orthodox
1334,Forrest-Griffin,1979-03-16,75.0,205.0,77.0,Orthodox
1335,Tito-Ortiz,1975-01-23,75.0,205.0,74.0,Orthodox
1336,John-Alessio,1979-07-05,70.0,155.0,72.0,Orthodox
1337,Yoislandy-Izquierdo,1984-01-09,71.0,155.0,,Southpaw
1338,Anistavio-Medeiros,1988-05-01,66.0,145.0,,Orthodox
1339,Delson-Heleno,1977-11-16,71.0,185.0,,Orthodox
1340,John-Teixeira,1986-11-18,67.0,145.0,,Orthodox
1341,Wagner-Campos,1981-07-31,66.0,145.0,,Southpaw
1342,Spencer-Fisher,1976-05-09,67.0,155.0,70.0,Southpaw
1343,Luis-Ramos,1981-01-18,68.0,170.0,,Orthodox
1344,Ricardo-Funch,1980-08-14,70.0,170.0,76.0,Southpaw
1345,Carlos-Eduardo-Rocha,1981-07-12,70.0,170.0,70.0,Orthodox
1346,Bernardo-Magalhaes,1981-04-08,69.0,155.0,65.0,Orthodox
1347,Jake-Hecht,1984-02-09,72.0,170.0,76.0,Orthodox
1348,Pat-Schilling,1988-08-28,68.0,145.0,69.0,Orthodox
1349,Chris-Tickle,1982-02-01,69.0,155.0,,
1350,Chris-Saunders,1986-03-11,68.0,155.0,,
1351,Jason-Miller,1980-12-24,73.0,185.0,72.0,Orthodox
1352,Jorge-Lopez,1988-11-21,70.0,170.0,,Orthodox
1353,Jason-MacDonald,1975-06-03,75.0,185.0,80.0,Orthodox
1354,Kamal-Shalorus,1972-08-27,68.0,155.0,68.0,Orthodox
1355,Jeff-Curran,1977-09-02,66.0,135.0,69.0,Orthodox
1356,Alex-Soto,1984-02-15,68.0,135.0,71.0,Southpaw
1357,Nick-Denis,1983-10-11,67.0,135.0,,Orthodox
1358,Mike-Massenzio,1982-11-01,74.0,185.0,73.0,Southpaw
1359,Miguel-Torres,1981-01-18,69.0,135.0,76.0,Orthodox
1360,Eddie-Yagin,1979-03-23,67.0,145.0,,Orthodox
1361,Eric-Wisely,1984-07-25,68.0,145.0,,Southpaw
1362,Aaron-Rosa,1983-05-28,76.0,205.0,78.0,Orthodox
1363,Mackens-Semerzier,1980-11-03,69.0,145.0,72.0,Orthodox
1364,Steve-Cantwell,1986-12-08,74.0,185.0,75.0,Orthodox
1365,Chris-Cope,1983-03-05,72.0,170.0,72.0,Orthodox
1366,Jon-Olav-Einemo,1975-12-10,78.0,253.0,,Orthodox
1367,Dustin-Jacoby,1988-04-04,76.0,185.0,78.0,Orthodox
1368,Christian-Morecraft,1986-09-08,78.0,260.0,81.0,Orthodox
1369,Jorge-Rivera,1972-02-28,73.0,185.0,73.0,Orthodox
1370,Eric-Schafer,1977-09-20,75.0,185.0,75.0,Orthodox
1371,Daniel-Roberts,1980-08-05,70.0,170.0,74.0,Southpaw
1372,Joseph-Sandoval,1986-05-11,67.0,135.0,,Southpaw
1373,Junior-Assuncao,1981-06-24,69.0,145.0,72.0,Orthodox
1374,Claude-Patrick,1980-06-14,71.0,170.0,75.0,Orthodox
1375,Krzysztof-Soszynski,1977-08-02,73.0,205.0,77.0,Open Stance
1376,Dennis-Hallman,1975-12-02,69.0,155.0,72.0,Orthodox
1377,Rich-Attonito,1977-06-16,70.0,170.0,72.0,Orthodox
1378,Stephen-Bass,1982-11-14,69.0,145.0,,
1379,Dustin-Neace,1986-09-12,69.0,145.0,,
1380,Jason-Brilz,1975-07-07,71.0,205.0,71.0,Orthodox
1381,Nick-Pace,1987-04-17,67.0,135.0,68.0,Orthodox
1382,Shamar-Bailey,1982-09-22,69.0,155.0,75.0,
1383,Clay-Harvison,1980-09-25,73.0,170.0,74.0,
1384,Cole-Escovedo,1981-08-30,67.0,135.0,72.0,Orthodox
1385,Paul-Bradley,1983-06-13,69.0,170.0,,Orthodox
1386,Matt-Lucas,,73.0,205.0,,
1387,Edward-Faaloloto,1984-07-15,,155.0,70.0,
1388,Rob-Broughton,1983-03-03,74.0,265.0,74.0,
1389,Tyson-Griffin,1984-04-20,66.0,145.0,68.0,Orthodox
1390,Eliot-Marshall,1980-07-07,74.0,205.0,77.0,Orthodox
1391,Danny-Downes,1986-04-08,72.0,155.0,72.0,Orthodox
1392,Kenny-Florian,1976-05-26,70.0,145.0,74.0,Southpaw
1393,Matt-Hughes,1973-10-13,69.0,170.0,73.0,Switch
1394,Ricardo-Romero,1978-04-15,72.0,205.0,76.0,Orthodox
1395,Donny-Walker,1980-01-04,69.0,135.0,,
1396,Mike-Lullo,1979-07-24,68.0,145.0,,Orthodox
1397,Ian-Loveland,1983-09-07,68.0,145.0,,Orthodox
1398,Chris-Lytle,1974-08-18,71.0,170.0,68.0,Orthodox
1399,TJ-O'Brien,1987-01-01,74.0,155.0,,Orthodox
1400,Jason-Reinhardt,1969-10-31,66.0,135.0,,Orthodox
1401,Andre-Winner,1981-11-09,71.0,155.0,73.0,Orthodox
1402,Javier-Vazquez,1977-07-16,67.0,145.0,69.0,Southpaw
1403,Joe-Stevenson,1982-06-15,67.0,145.0,70.0,Orthodox
1404,Curt-Warburton,,72.0,155.0,73.0,Orthodox
1405,Shane-Carwin,1975-01-04,74.0,265.0,80.0,Orthodox
1406,Jesse-Bongfeldt,1980-08-28,72.0,185.0,,Orthodox
1407,Tim-Credeur,1977-07-09,75.0,185.0,75.0,Orthodox
1408,Chuck-O'Neil,1985-09-22,74.0,170.0,,
1409,Ryan-McGillivray,1986-09-27,71.0,170.0,,
1410,Kendall-Grove,1982-11-12,78.0,185.0,79.0,Orthodox
1411,Randy-Couture,1963-06-22,73.0,205.0,75.0,Orthodox
1412,Charlie-Valencia,1974-10-31,63.0,135.0,64.0,Orthodox
1413,Ryan-Jensen,1977-09-20,73.0,185.0,76.0,Orthodox
1414,Kyle-Watson,1979-08-09,72.0,155.0,,
1415,Jon-Madsen,1980-02-12,72.0,240.0,72.0,Orthodox
1416,Kris-McCray,1981-09-24,72.0,170.0,76.0,Orthodox
1417,Sean-McCorkle,1976-07-17,79.0,265.0,81.0,Orthodox
1418,Mario-Miranda,1979-07-12,75.0,185.0,74.0,Orthodox
1419,Waylon-Lowe,1980-10-31,67.0,145.0,,Southpaw
1420,Ricardo-Almeida,1976-11-29,72.0,170.0,74.0,Orthodox
1421,Kurt-Pellegrino,1979-05-07,68.0,155.0,70.0,Orthodox
1422,Rob-Kimmons,1981-01-30,70.0,185.0,73.0,Orthodox
1423,Todd-Brown,1976-12-13,71.0,205.0,,Orthodox
1424,Tom-Blackledge,,,205.0,,
1425,Chris-Tuchscherer,1975-09-08,74.0,258.0,76.0,Orthodox
1426,Maciej-Jewtuszko,1981-01-31,72.0,155.0,,Southpaw
1427,Antonio-Banuelos,1979-09-23,65.0,135.0,63.0,Orthodox
1428,Paul-Kelly,1984-09-12,69.0,155.0,70.0,Orthodox
1429,Paul-Taylor,1979-12-15,72.0,155.0,72.0,Orthodox
1430,Gabe-Ruediger,1977-08-29,70.0,155.0,,Orthodox
1431,Tim-Hague,1983-05-09,76.0,260.0,76.0,Orthodox
1432,Mike-Guymon,1974-09-17,72.0,170.0,74.0,Orthodox
1433,Willamy-Freire,1987-07-28,68.0,155.0,,
1434,Amilcar-Alves,1988-08-08,72.0,170.0,,Southpaw
1435,Marcus-Davis,1973-08-24,70.0,170.0,70.0,Southpaw
1436,Phil-Baroni,1976-04-16,69.0,170.0,72.0,Orthodox
1437,Greg-Soto,1986-06-03,71.0,170.0,73.0,Orthodox
1438,Antonio-McKee,1970-03-12,68.0,155.0,,Southpaw
1439,Joe-Doerksen,1977-10-09,72.0,185.0,75.0,Orthodox
1440,Dustin-Hazelett,1986-04-29,73.0,170.0,76.0,Orthodox
1441,Pat-Audinwood,1986-04-16,72.0,155.0,,Orthodox
1442,Aaron-Wilkinson,1987-01-31,70.0,155.0,,
1443,Tyler-Toner,1983-03-31,68.0,145.0,70.0,Orthodox
1444,Sako-Chivitchian,1984-03-11,71.0,155.0,,
1445,Fredson-Paixao,1979-05-13,66.0,145.0,66.0,Orthodox
1446,Maiquel-Falcao,1981-03-08,71.0,185.0,,Orthodox
1447,Gerald-Harris,1979-11-19,71.0,185.0,77.0,Southpaw
1448,Brian-Foster,1984-04-03,69.0,170.0,71.0,Orthodox
1449,Karo-Parisyan,1982-08-28,70.0,170.0,72.0,Orthodox
1450,Goran-Reljic,1984-03-20,75.0,205.0,81.0,Southpaw
1451,Nick-Osipczak,1984-12-30,74.0,170.0,76.0,Orthodox
1452,Alexandre-Ferreira,1979-04-25,67.0,205.0,,Orthodox
1453,Mark-Scanlon,,69.0,170.0,,Orthodox
1454,Seth-Petruzelli,1979-12-03,72.0,205.0,76.0,Orthodox
1455,Gilbert-Yvel,1976-06-30,74.0,225.0,77.0,Orthodox
1456,James-Wilks,1978-05-04,73.0,170.0,75.0,Orthodox
1457,Vinicius-Queiroz,1983-08-29,79.0,220.0,,
1458,Mark-Holst,1985-08-14,72.0,155.0,,Orthodox
1459,James-McSweeney,1980-10-24,76.0,230.0,77.0,Switch
1460,Matt-Serra,1974-06-02,66.0,170.0,68.0,Orthodox
1461,Sean-Sherk,1973-08-05,66.0,155.0,67.0,Orthodox
1462,Steve-Lopez,1984-07-30,71.0,155.0,,Orthodox
1463,Julio-Paulino,1975-12-04,72.0,170.0,,Orthodox
1464,John-Gunderson,1979-01-05,69.0,155.0,69.0,Orthodox
1465,Tomasz-Drwal,1982-01-22,73.0,205.0,76.0,Orthodox
1466,Forrest-Petz,1975-09-22,69.0,170.0,71.0,Orthodox
1467,James-Toney,1968-08-24,69.0,220.0,,Orthodox
1468,John-Salter,1985-03-21,73.0,185.0,74.0,Southpaw
1469,Rodney-Wallace,1981-11-21,69.0,205.0,72.0,Switch
1470,James-Irvin,1978-09-12,74.0,205.0,75.0,Orthodox
1471,Steve-Steinbeiss,1981-05-05,75.0,185.0,75.0,Orthodox
1472,Keith-Jardine,1975-10-31,74.0,185.0,76.0,Orthodox
1473,Jamie-Yager,1983-11-29,73.0,185.0,,Orthodox
1474,Josh-Bryant,1980-04-23,70.0,185.0,,Orthodox
1475,James-Hammortree,1983-11-29,75.0,185.0,,Orthodox
1476,Chuck-Liddell,1969-12-17,74.0,205.0,76.0,Orthodox
1477,David-Loiseau,1979-12-17,72.0,185.0,76.0,Orthodox
1478,Jesse-Lennox,1982-03-10,69.0,170.0,72.0,Orthodox
1479,Dan-Lauzon,1988-03-30,70.0,155.0,,Orthodox
1480,Joe-Brammer,1983-08-23,68.0,155.0,,Orthodox
1481,Jesse-Forbes,1984-10-24,74.0,185.0,75.0,Southpaw
1482,Paul-Daley,1983-02-21,69.0,170.0,76.0,Orthodox
1483,Kevin-Ferguson,1974-02-08,74.0,235.0,,Orthodox
1484,Jonathan-Goulet,1979-07-13,72.0,170.0,73.0,Orthodox
1485,Yoshiyuki-Yoshida,1974-05-10,71.0,170.0,70.0,Southpaw
1486,Renzo-Gracie,1967-03-11,70.0,185.0,,Orthodox
1487,Brad-Blackburn,1977-05-25,70.0,170.0,73.0,Orthodox
1488,Matt-Veach,1981-05-31,71.0,155.0,,Orthodox
1489,Mostapha-Al-Turk,1973-07-14,74.0,245.0,77.0,Orthodox
1490,Nate-Quarry,1972-03-18,72.0,185.0,72.0,Open Stance
1491,Ronys-Torres,1975-08-13,67.0,155.0,,Orthodox
1492,Rob-Emerson,1981-07-30,69.0,155.0,70.0,Orthodox
1493,Caol-Uno,1975-05-08,67.0,155.0,70.0,Southpaw
1494,Lucio-Linhares,1973-12-08,74.0,185.0,,Orthodox
1495,Rory-Markham,1982-03-25,72.0,170.0,71.0,Orthodox
1496,Paul-Buentello,1974-01-16,74.0,245.0,77.0,Orthodox
1497,Shannon-Gugerty,1981-12-30,70.0,155.0,71.0,Orthodox
1498,Chase-Gormley,,75.0,265.0,,Orthodox
1499,Mark-Coleman,1964-12-20,73.0,205.0,75.0,Orthodox
1500,Frank-Trigg,1972-05-07,69.0,170.0,71.0,Southpaw
1501,Justin-Buchholz,1983-08-22,72.0,155.0,73.0,Orthodox
1502,Rolles-Gracie,1978-07-14,76.0,242.0,,Orthodox
1503,Jay-Silva,,74.0,185.0,,Southpaw
1504,Kyle-Bradley,1982-08-19,69.0,155.0,71.0,Orthodox
1505,Wilson-Gouveia,1978-10-03,73.0,185.0,76.0,Orthodox
1506,Shane-Nelson,1984-11-29,69.0,155.0,70.0,Southpaw
1507,Kevin-Burns,1980-03-03,70.0,170.0,74.0,Orthodox
1508,Houston-Alexander,1972-03-22,72.0,205.0,72.0,Orthodox
1509,Marcus-Jones,1973-08-15,78.0,265.0,,Orthodox
1510,Darrill-Schoonover,1985-07-18,74.0,220.0,,Orthodox
1511,Justin-Wren,1987-04-27,74.0,265.0,,Orthodox
1512,Jake-Rosholt,1982-02-09,73.0,185.0,,Orthodox
1513,Brock-Larson,1977-08-23,71.0,170.0,71.0,Southpaw
1514,Jason-Dent,1980-06-12,70.0,155.0,71.0,Orthodox
1515,Denis-Kang,1977-09-17,71.0,185.0,77.0,Orthodox
1516,Rolando-Delgado,1981-11-22,75.0,155.0,77.0,Orthodox
1517,Antoni-Hardonk,1976-02-05,76.0,245.0,78.0,Orthodox
1518,Razak-Al-Hassan,1982-05-14,74.0,205.0,,Orthodox
1519,Hermes-Franca,1974-08-26,66.0,155.0,71.0,Orthodox
1520,Drew-McFedries,1978-07-27,72.0,185.0,72.0,Southpaw
1521,Roger-Huerta,1983-05-20,69.0,155.0,70.0,Orthodox
1522,Chris-Wilson,1977-06-07,73.0,170.0,75.0,Orthodox
1523,Justin-McCully,1976-02-18,73.0,225.0,73.0,Orthodox
