,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground
0,Lyoto Machida Rashad Evans,3  0,28 of 46  4 of 24,60%  16%,37 of 58  5 of 26,0 of 2  0 of 0,0%  0%,0  0,0  0,0  0,28 of 46  4 of 24,17 of 33  2 of 20,5 of 7  1 of 1,6 of 6  1 of 3,24 of 37  4 of 23,2 of 4  0 of 1,2 of 5  0 of 0
0,Matt Hughes Matt Serra,0  1,34 of 58  14 of 41,58%  34%,79 of 106  36 of 63,3 of 5  1 of 1,60%  100%,0  0,4  1,0  0,34 of 58  14 of 41,14 of 37  9 of 28,18 of 18  3 of 11,2 of 3  2 of 2,11 of 28  10 of 34,5 of 6  1 of 1,18 of 24  3 of 6
0,Drew McFedries  Xavier Foupa-Pokam,2  0,8 of 12  0 of 0,66%  0%,8 of 12  0 of 0,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,8 of 12  0 of 0,8 of 12  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,2 of 3  0 of 0,3 of 3  0 of 0,3 of 6  0 of 0
0,Chael Sonnen Dan Miller,0  0,36 of 61  9 of 21,59%  42%,133 of 166  32 of 46,3 of 5  0 of 0,60%  0%,0  2,2  0,0  0,36 of 61  9 of 21,26 of 51  6 of 16,2 of 2  2 of 3,8 of 8  1 of 2,8 of 12  6 of 16,0 of 0  3 of 5,28 of 49  0 of 0
0,Frankie Edgar Sean Sherk,0  0,74 of 191  27 of 204,38%  13%,76 of 193  30 of 207,1 of 7  1 of 3,14%  33%,1  0,0  0,0  0,74 of 191  27 of 204,44 of 152  22 of 197,22 of 25  3 of 5,8 of 14  2 of 2,68 of 184  25 of 198,6 of 7  2 of 6,0 of 0  0 of 0
0,Brock Larson  Mike Pyle,0  0,4 of 10  1 of 4,40%  25%,13 of 19  3 of 6,1 of 1  0 of 0,100%  0%,1  0,2  0,0  0,4 of 10  1 of 4,2 of 8  1 of 1,2 of 2  0 of 0,0 of 0  0 of 3,0 of 3  0 of 3,0 of 0  1 of 1,4 of 7  0 of 0
0,Tim Hague  Pat Barry,0  0,0 of 5  3 of 11,0%  27%,2 of 8  3 of 11,1 of 1  0 of 0,100%  0%,1  0,1  0,0  0,0 of 5  3 of 11,0 of 5  3 of 11,0 of 0  0 of 0,0 of 0  0 of 0,0 of 5  3 of 11,0 of 0  0 of 0,0 of 0  0 of 0
0,Kyle Bradley  Phillipe Nover,0  0,7 of 11  3 of 11,63%  27%,7 of 11  3 of 11,1 of 1  0 of 0,100%  0%,0  0,0  0,0  0,7 of 11  3 of 11,4 of 7  1 of 7,3 of 4  1 of 1,0 of 0  1 of 3,3 of 6  2 of 10,1 of 1  1 of 1,3 of 4  0 of 0
0,Krzysztof Soszynski Andre Gusmao,1  0,18 of 50  17 of 33,36%  51%,18 of 50  18 of 34,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,18 of 50  17 of 33,15 of 46  3 of 13,0 of 1  8 of 14,3 of 3  6 of 6,14 of 46  13 of 28,2 of 2  4 of 5,2 of 2  0 of 0
0,Yoshiyuki Yoshida  Brandon Wolff,0  0,4 of 6  2 of 5,66%  40%,4 of 6  4 of 7,0 of 0  0 of 1,0%  0%,1  0,1  0,1  0,4 of 6  2 of 5,0 of 1  0 of 3,4 of 4  2 of 2,0 of 1  0 of 0,0 of 2  1 of 4,4 of 4  1 of 1,0 of 0  0 of 0
0,George Roop David Kaplan,0  0,62 of 226  50 of 105,27%  47%,133 of 302  98 of 158,0 of 0  5 of 14,0%  35%,0  0,0  2,0  0,62 of 226  50 of 105,47 of 201  10 of 55,7 of 16  5 of 8,8 of 9  35 of 42,57 of 218  48 of 101,3 of 6  1 of 3,2 of 2  1 of 1
0,Anderson Silva Thales Leites,0  0,94 of 139  10 of 54,67%  18%,106 of 155  18 of 64,0 of 0  1 of 14,0%  7%,0  0,0  1,0  0,94 of 139  10 of 54,35 of 71  3 of 42,8 of 11  1 of 5,51 of 57  6 of 7,66 of 106  10 of 51,4 of 4  0 of 1,24 of 29  0 of 2
0,Sam Stout Matt Wiman,1  0,62 of 186  46 of 104,33%  44%,87 of 219  61 of 119,0 of 0  4 of 11,0%  36%,0  2,1  1,1  0,62 of 186  46 of 104,31 of 149  30 of 82,22 of 24  6 of 10,9 of 13  10 of 12,52 of 165  41 of 96,6 of 9  2 of 3,4 of 12  3 of 5
0,Mauricio Rua Chuck Liddell,1  0,24 of 32  8 of 37,75%  21%,25 of 34  8 of 37,0 of 1  1 of 1,0%  100%,0  0,0  0,0  0,24 of 32  8 of 37,14 of 22  8 of 35,2 of 2  0 of 0,8 of 8  0 of 2,13 of 21  7 of 36,4 of 4  1 of 1,7 of 7  0 of 0
0,Krzysztof Soszynski Brian Stann,0  0,3 of 11  8 of 18,27%  44%,10 of 18  14 of 24,2 of 2  0 of 0,100%  0%,2  0,4  0,0  0,3 of 11  8 of 18,0 of 5  4 of 13,2 of 4  1 of 1,1 of 2  3 of 4,3 of 9  4 of 13,0 of 2  4 of 5,0 of 0  0 of 0
0,Cheick Kongo Antoni Hardonk,0  0,53 of 84  9 of 20,63%  45%,80 of 117  9 of 20,2 of 3  0 of 0,66%  0%,0  0,0  0,0  0,53 of 84  9 of 20,24 of 51  1 of 11,9 of 9  2 of 3,20 of 24  6 of 6,16 of 33  9 of 20,13 of 13  0 of 0,24 of 38  0 of 0
0,Luiz Cane Steve Cantwell,0  0,87 of 223  69 of 189,39%  36%,87 of 223  69 of 189,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,87 of 223  69 of 189,66 of 198  37 of 151,19 of 23  16 of 18,2 of 2  16 of 20,82 of 216  68 of 188,5 of 7  1 of 1,0 of 0  0 of 0
0,Denis Kang  Xavier Foupa-Pokam,0  0,31 of 65  23 of 53,47%  43%,103 of 141  32 of 62,5 of 6  0 of 0,83%  0%,1  0,7  0,0  1,31 of 65  23 of 53,25 of 55  8 of 34,6 of 10  12 of 15,0 of 0  3 of 4,9 of 34  18 of 45,3 of 7  4 of 6,19 of 24  1 of 2
0,Nate Quarry  Jason MacDonald,0  0,16 of 34  1 of 1,47%  100%,29 of 47  3 of 5,1 of 1  0 of 1,100%  0%,0  0,1  0,0  0,16 of 34  1 of 1,15 of 33  0 of 0,1 of 1  0 of 0,0 of 0  1 of 1,0 of 1  0 of 0,1 of 1  1 of 1,15 of 32  0 of 0
0,Ed Herman David Loiseau,0  0,71 of 84  6 of 16,84%  37%,189 of 210  8 of 18,5 of 9  0 of 0,55%  0%,0  0,9  0,0  0,71 of 84  6 of 16,25 of 36  4 of 14,46 of 48  2 of 2,0 of 0  0 of 0,0 of 2  5 of 12,18 of 18  1 of 3,53 of 64  0 of 1
0,Mark Bocek David Bielkheden,0  0,20 of 43  4 of 5,46%  80%,45 of 68  5 of 6,1 of 2  0 of 0,50%  0%,1  0,6  0,0  0,20 of 43  4 of 5,17 of 40  0 of 1,2 of 2  1 of 1,1 of 1  3 of 3,0 of 1  1 of 2,4 of 4  3 of 3,16 of 38  0 of 0
0,TJ Grant Ryo Chonan,0  0,34 of 76  31 of 75,44%  41%,98 of 149  53 of 101,3 of 4  2 of 2,75%  100%,0  0,7  0,1  3,34 of 76  31 of 75,24 of 63  27 of 71,5 of 7  1 of 1,5 of 6  3 of 3,15 of 49  13 of 32,13 of 17  1 of 3,6 of 10  17 of 40
0,Eliot Marshall  Vinny Magalhaes,0  0,44 of 164  34 of 148,26%  22%,45 of 165  36 of 150,0 of 0  2 of 3,0%  66%,0  0,0  3,0  0,44 of 164  34 of 148,23 of 136  21 of 126,6 of 13  10 of 15,15 of 15  3 of 7,44 of 164  25 of 125,0 of 0  0 of 3,0 of 0  9 of 20
0,Martin Kampmann Carlos Condit,0  0,26 of 61  35 of 86,42%  40%,52 of 91  71 of 124,5 of 5  3 of 4,100%  75%,6  3,3  4,2  0,26 of 61  35 of 86,20 of 53  20 of 70,6 of 8  13 of 14,0 of 0  2 of 2,8 of 31  21 of 55,7 of 9  6 of 22,11 of 21  8 of 9
0,Ryan Bader Carmelo Marrero,0  0,24 of 56  9 of 43,42%  20%,87 of 122  20 of 55,5 of 7  0 of 0,71%  0%,2  0,10  0,0  0,24 of 56  9 of 43,17 of 46  6 of 37,1 of 4  0 of 3,6 of 6  3 of 3,9 of 30  8 of 37,1 of 3  0 of 4,14 of 23  1 of 2
0,Tyson Griffin  Rafael Dos Anjos,0  0,69 of 213  26 of 134,32%  19%,101 of 245  29 of 137,1 of 4  0 of 1,25%  0%,0  3,0  0,0  1,69 of 213  26 of 134,40 of 174  18 of 120,14 of 22  4 of 8,15 of 17  4 of 6,56 of 190  23 of 126,4 of 8  3 of 8,9 of 15  0 of 0
0,Cole Miller Junie Browning,0  0,3 of 16  1 of 3,18%  33%,5 of 18  1 of 3,0 of 0  0 of 1,0%  0%,1  0,0  1,0  0,3 of 16  1 of 3,1 of 13  0 of 2,2 of 3  1 of 1,0 of 0  0 of 0,2 of 14  1 of 3,1 of 2  0 of 0,0 of 0  0 of 0
0,Gleison Tibau Jeremy Stephens,0  0,7 of 20  23 of 40,35%  57%,46 of 65  40 of 57,5 of 13  0 of 0,38%  0%,3  0,9  0,0  0,7 of 20  23 of 40,5 of 18  8 of 23,1 of 1  9 of 9,1 of 1  6 of 8,3 of 12  5 of 17,2 of 2  14 of 17,2 of 6  4 of 6
0,Ricardo Almeida  Matt Horwich,0  0,41 of 67  25 of 39,61%  64%,79 of 107  52 of 66,9 of 15  0 of 2,60%  0%,1  3,3  0,0  0,41 of 67  25 of 39,32 of 56  3 of 14,9 of 10  13 of 14,0 of 1  9 of 11,25 of 43  11 of 19,5 of 8  14 of 20,11 of 16  0 of 0
0,Brock Larson  Jesse Sanders,0  0,13 of 20  0 of 3,65%  0%,30 of 40  0 of 3,1 of 2  0 of 0,50%  0%,1  0,2  0,0  0,13 of 20  0 of 3,13 of 20  0 of 2,0 of 0  0 of 0,0 of 0  0 of 1,0 of 2  0 of 3,0 of 0  0 of 0,13 of 18  0 of 0
0,Tim Credeur Nick Catone,0  0,9 of 39  19 of 37,23%  51%,10 of 40  37 of 56,0 of 0  3 of 3,0%  100%,7  0,0  3,0  0,9 of 39  19 of 37,6 of 34  14 of 29,2 of 4  4 of 7,1 of 1  1 of 1,7 of 36  8 of 22,2 of 3  0 of 0,0 of 0  11 of 15
0,Jorge Rivera  Nissen Osterneck,1  0,29 of 48  35 of 70,60%  50%,61 of 85  74 of 110,4 of 8  1 of 8,50%  12%,0  1,1  2,1  1,29 of 48  35 of 70,13 of 29  11 of 43,10 of 12  14 of 16,6 of 7  10 of 11,7 of 18  10 of 28,17 of 21  19 of 28,5 of 9  6 of 14
0,Rob Kimmons  Joe Vedepo,0  0,7 of 15  4 of 12,46%  33%,13 of 21  12 of 20,0 of 0  1 of 1,0%  100%,2  0,0  0,0  0,7 of 15  4 of 12,5 of 12  4 of 11,1 of 2  0 of 1,1 of 1  0 of 0,4 of 9  3 of 9,3 of 6  1 of 3,0 of 0  0 of 0
0,Aaron Simpson Tim McKenzie,1  0,16 of 27  1 of 4,59%  25%,27 of 40  2 of 5,1 of 1  0 of 0,100%  0%,0  0,0  0,0  0,16 of 27  1 of 4,11 of 22  1 of 4,3 of 3  0 of 0,2 of 2  0 of 0,3 of 5  1 of 4,2 of 2  0 of 0,11 of 20  0 of 0
0,Rampage Jackson Keith Jardine,2  0,56 of 151  64 of 184,37%  34%,80 of 176  65 of 185,2 of 3  0 of 3,66%  0%,0  0,1  0,0  0,56 of 151  64 of 184,44 of 138  32 of 145,4 of 5  12 of 15,8 of 8  20 of 24,43 of 127  53 of 165,9 of 15  11 of 19,4 of 9  0 of 0
0,Shane Carwin Gabriel Gonzaga,1  0,4 of 10  5 of 8,40%  62%,4 of 10  7 of 10,0 of 0  1 of 1,0%  100%,0  0,0  1,0  0,4 of 10  5 of 8,4 of 10  5 of 8,0 of 0  0 of 0,0 of 0  0 of 0,2 of 8  3 of 5,0 of 0  1 of 1,2 of 2  1 of 2
0,Matt Brown Pete Sell,2  0,24 of 31  0 of 1,77%  0%,44 of 51  0 of 1,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,24 of 31  0 of 1,20 of 26  0 of 1,4 of 4  0 of 0,0 of 1  0 of 0,8 of 12  0 of 1,7 of 8  0 of 0,9 of 11  0 of 0
0,Matt Hamill Mark Munoz,1  0,23 of 47  14 of 37,48%  37%,40 of 64  14 of 37,0 of 0  0 of 4,0%  0%,0  0,0  0,0  0,23 of 47  14 of 37,18 of 42  11 of 32,0 of 0  3 of 5,5 of 5  0 of 0,20 of 42  10 of 31,2 of 4  4 of 6,1 of 1  0 of 0
0,Gray Maynard Jim Miller,0  0,37 of 93  25 of 100,39%  25%,59 of 115  28 of 104,1 of 1  0 of 8,100%  0%,0  1,0  0,0  0,37 of 93  25 of 100,25 of 78  9 of 79,11 of 14  7 of 12,1 of 1  9 of 9,28 of 80  20 of 93,5 of 5  5 of 7,4 of 8  0 of 0
0,Tamdan McCrory Ryan Madigan,0  0,12 of 23  0 of 2,52%  0%,20 of 33  15 of 20,1 of 1  0 of 0,100%  0%,0  0,5  0,0  0,12 of 23  0 of 2,12 of 23  0 of 1,0 of 0  0 of 0,0 of 0  0 of 1,1 of 2  0 of 2,0 of 0  0 of 0,11 of 21  0 of 0
0,Kendall Grove  Jason Day,1  0,10 of 25  6 of 25,40%  24%,11 of 26  6 of 25,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,10 of 25  6 of 25,8 of 20  4 of 22,1 of 3  0 of 1,1 of 2  2 of 2,5 of 17  3 of 15,1 of 4  3 of 10,4 of 4  0 of 0
0,Jason Brilz  Tim Boetsch,0  0,34 of 103  27 of 65,33%  41%,107 of 183  31 of 70,4 of 8  0 of 0,50%  0%,1  0,6  0,0  0,34 of 103  27 of 65,16 of 80  22 of 60,7 of 9  3 of 3,11 of 14  2 of 2,9 of 66  21 of 58,16 of 21  6 of 7,9 of 16  0 of 0
0,Brandon Vera Michael Patt,2  0,32 of 75  5 of 28,42%  17%,32 of 75  5 of 28,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,32 of 75  5 of 28,11 of 49  3 of 25,2 of 4  0 of 0,19 of 22  2 of 3,32 of 75  5 of 28,0 of 0  0 of 0,0 of 0  0 of 0
0,Shane Nelson  Aaron Riley,1  0,5 of 12  4 of 9,41%  44%,5 of 12  4 of 9,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,5 of 12  4 of 9,4 of 10  0 of 5,1 of 1  1 of 1,0 of 1  3 of 3,2 of 6  4 of 9,0 of 1  0 of 0,3 of 5  0 of 0
0,Diego Sanchez Joe Stevenson,0  0,91 of 193  41 of 145,47%  28%,91 of 193  43 of 147,1 of 4  0 of 4,25%  0%,1  1,1  0,0  1,91 of 193  41 of 145,75 of 170  34 of 135,16 of 23  6 of 9,0 of 0  1 of 1,89 of 187  35 of 134,2 of 6  5 of 10,0 of 0  1 of 1
0,Dan Hardy Rory Markham,1  0,5 of 12  2 of 7,41%  28%,5 of 12  2 of 7,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,5 of 12  2 of 7,3 of 9  2 of 6,0 of 0  0 of 0,2 of 3  0 of 1,4 of 11  2 of 7,0 of 0  0 of 0,1 of 1  0 of 0
0,Nate Marquardt Wilson Gouveia,1  0,67 of 102  16 of 74,65%  21%,79 of 114  20 of 78,2 of 6  0 of 0,33%  0%,1  1,1  0,0  0,67 of 102  16 of 74,37 of 69  12 of 68,16 of 16  1 of 1,14 of 17  3 of 5,38 of 63  15 of 68,16 of 22  0 of 5,13 of 17  1 of 1
0,Demian Maia Chael Sonnen,0  0,6 of 17  8 of 24,35%  33%,6 of 17  18 of 34,1 of 4  0 of 0,25%  0%,1  0,1  0,0  0,6 of 17  8 of 24,5 of 14  5 of 20,1 of 3  1 of 1,0 of 0  2 of 3,5 of 15  7 of 21,0 of 1  0 of 0,1 of 1  1 of 3
0,Paulo Thiago Josh Koscheck,1  0,7 of 24  8 of 29,29%  27%,7 of 24  8 of 29,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,7 of 24  8 of 29,4 of 21  6 of 27,1 of 1  0 of 0,2 of 2  2 of 2,7 of 24  8 of 29,0 of 0  0 of 0,0 of 0  0 of 0
0,Terry Etim Brian Cobb,1  0,19 of 43  0 of 13,44%  0%,19 of 43  70 of 86,1 of 1  2 of 4,100%  50%,0  0,0  0,0  0,19 of 43  0 of 13,8 of 30  0 of 12,1 of 2  0 of 1,10 of 11  0 of 0,17 of 39  0 of 13,0 of 0  0 of 0,2 of 4  0 of 0
0,Junior Dos Santos Stefan Struve,2  0,12 of 18  0 of 1,66%  0%,12 of 18  0 of 1,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,12 of 18  0 of 1,9 of 14  0 of 1,2 of 3  0 of 0,1 of 1  0 of 0,6 of 8  0 of 1,4 of 7  0 of 0,2 of 3  0 of 0
0,Evan Dunham Per Eklund,1  0,13 of 27  9 of 13,48%  69%,14 of 28  14 of 18,0 of 0  1 of 1,0%  100%,1  1,0  0,0  0,13 of 27  9 of 13,13 of 27  5 of 9,0 of 0  3 of 3,0 of 0  1 of 1,7 of 18  8 of 12,0 of 0  0 of 0,6 of 9  1 of 1
0,Mike Ciesnolevicz  Neil Grove,0  0,0 of 0  0 of 3,0%  0%,0 of 0  2 of 6,0 of 1  0 of 0,0%  0%,2  1,0  1,0  0,0 of 0  0 of 3,0 of 0  0 of 3,0 of 0  0 of 0,0 of 0  0 of 0,0 of 0  0 of 3,0 of 0  0 of 0,0 of 0  0 of 0
0,Paul Kelly  Troy Mandaloniz,0  1,71 of 190  38 of 82,37%  46%,192 of 327  44 of 88,2 of 6  4 of 4,33%  100%,0  0,0  5,1  0,71 of 190  38 of 82,43 of 157  31 of 71,16 of 19  4 of 7,12 of 14  3 of 4,34 of 113  26 of 56,22 of 40  9 of 19,15 of 37  3 of 7
0,Joe Lauzon Jeremy Stephens,0  0,11 of 17  15 of 37,64%  40%,32 of 38  25 of 47,2 of 2  1 of 1,100%  100%,4  0,9  1,1  1,11 of 17  15 of 37,10 of 16  12 of 33,1 of 1  2 of 2,0 of 0  1 of 2,2 of 6  4 of 13,1 of 2  2 of 2,8 of 9  9 of 22
0,Cain Velasquez Denis Stojnic,0  0,88 of 140  7 of 39,62%  17%,124 of 183  8 of 41,1 of 4  0 of 0,25%  0%,0  1,1  0,0  0,88 of 140  7 of 39,47 of 97  5 of 36,17 of 19  0 of 0,24 of 24  2 of 3,30 of 67  4 of 34,48 of 61  3 of 5,10 of 12  0 of 0
0,Josh Neer Mac Danzig,0  1,46 of 96  33 of 66,47%  50%,68 of 119  62 of 100,0 of 0  0 of 1,0%  0%,3  0,1  1,0  1,46 of 96  33 of 66,29 of 76  23 of 53,12 of 15  7 of 9,5 of 5  3 of 4,12 of 41  20 of 44,22 of 36  11 of 15,12 of 19  2 of 7
0,Anthony Johnson Luigi Fioravanti,1  0,21 of 47  12 of 23,44%  52%,32 of 62  13 of 24,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,21 of 47  12 of 23,10 of 30  6 of 13,2 of 5  2 of 3,9 of 12  4 of 7,12 of 38  11 of 21,4 of 4  1 of 2,5 of 5  0 of 0
0,Kurt Pellegrino  Rob Emerson,0  0,16 of 58  21 of 77,27%  27%,27 of 69  24 of 80,1 of 5  2 of 5,20%  40%,1  0,3  0,0  0,16 of 58  21 of 77,10 of 49  13 of 67,4 of 6  1 of 2,2 of 3  7 of 8,12 of 54  17 of 68,1 of 1  1 of 1,3 of 3  3 of 8
0,Dan Miller Jake Rosholt,0  0,2 of 6  2 of 4,33%  50%,4 of 8  5 of 7,0 of 0  1 of 2,0%  50%,2  0,0  0,1  0,2 of 6  2 of 4,2 of 6  2 of 4,0 of 0  0 of 0,0 of 0  0 of 0,0 of 4  1 of 2,1 of 1  0 of 0,1 of 1  1 of 2
0,Matt Veach  Matt Grice,1  1,12 of 29  29 of 48,41%  60%,22 of 40  51 of 72,1 of 3  0 of 0,33%  0%,0  1,0  2,0  0,12 of 29  29 of 48,11 of 27  26 of 45,0 of 1  2 of 2,1 of 1  1 of 1,5 of 13  6 of 15,5 of 10  9 of 15,2 of 6  14 of 18
0,Gleison Tibau Rich Clementi,0  0,7 of 10  1 of 9,70%  11%,22 of 26  2 of 10,2 of 3  0 of 1,66%  0%,1  0,5  0,0  0,7 of 10  1 of 9,5 of 8  0 of 6,0 of 0  1 of 2,2 of 2  0 of 1,2 of 2  0 of 6,3 of 4  1 of 3,2 of 4  0 of 0
0,Nick Catone Derek Downey,0  0,21 of 24  2 of 2,87%  100%,62 of 67  2 of 2,4 of 4  1 of 6,100%  16%,2  0,4  0,0  0,21 of 24  2 of 2,21 of 24  0 of 0,0 of 0  2 of 2,0 of 0  0 of 0,1 of 1  0 of 0,3 of 4  2 of 2,17 of 19  0 of 0
0,Matthew Riddle Steve Bruno,0  0,48 of 81  22 of 35,59%  62%,276 of 321  40 of 53,4 of 7  1 of 1,57%  100%,0  0,7  0,0  0,48 of 81  22 of 35,18 of 45  11 of 18,24 of 29  1 of 3,6 of 7  10 of 14,3 of 19  18 of 27,17 of 25  4 of 8,28 of 37  0 of 0
0,Georges St-Pierre BJ Penn,0  0,92 of 122  16 of 37,75%  43%,310 of 358  63 of 85,4 of 7  0 of 1,57%  0%,0  0,10  0,0  0,92 of 122  16 of 37,51 of 75  8 of 28,28 of 32  4 of 5,13 of 15  4 of 4,30 of 43  8 of 27,23 of 28  8 of 10,39 of 51  0 of 0
0,Lyoto Machida Thiago Silva,2  0,24 of 40  2 of 10,60%  20%,32 of 48  19 of 28,2 of 3  0 of 2,66%  0%,0  0,1  0,0  0,24 of 40  2 of 10,16 of 29  1 of 5,4 of 5  1 of 5,4 of 6  0 of 0,10 of 20  0 of 8,2 of 2  2 of 2,12 of 18  0 of 0
0,Jon Jones Stephan Bonnar,1  0,45 of 62  37 of 76,72%  48%,70 of 89  74 of 114,7 of 10  0 of 2,70%  0%,0  0,4  0,0  0,45 of 62  37 of 76,24 of 35  15 of 46,16 of 22  10 of 13,5 of 5  12 of 17,13 of 23  8 of 39,22 of 27  28 of 36,10 of 12  1 of 1
0,Clay Guida Nate Diaz,0  0,49 of 99  49 of 135,49%  36%,75 of 127  70 of 158,4 of 11  0 of 8,36%  0%,1  0,2  0,0  0,49 of 99  49 of 135,15 of 59  39 of 120,4 of 9  7 of 11,30 of 31  3 of 4,21 of 57  36 of 117,19 of 29  12 of 17,9 of 13  1 of 1
0,Jon Fitch Akihiro Gono,0  0,40 of 70  7 of 20,57%  35%,174 of 232  18 of 32,4 of 7  0 of 0,57%  0%,2  0,4  0,0  1,40 of 70  7 of 20,15 of 40  1 of 10,18 of 22  3 of 6,7 of 8  3 of 4,11 of 27  4 of 15,16 of 20  2 of 3,13 of 23  1 of 2
0,Thiago Tavares Manvel Gamburyan,0  0,27 of 64  26 of 86,42%  30%,70 of 115  66 of 129,3 of 7  1 of 5,42%  20%,0  1,0  0,0  0,27 of 64  26 of 86,24 of 60  18 of 76,3 of 4  3 of 4,0 of 0  5 of 6,17 of 44  18 of 71,1 of 3  3 of 4,9 of 17  5 of 11
0,John Howard Chris Wilson,0  0,21 of 41  45 of 82,51%  54%,80 of 106  67 of 107,7 of 7  2 of 6,100%  33%,2  2,3  0,1  1,21 of 41  45 of 82,13 of 32  18 of 47,4 of 4  19 of 24,4 of 5  8 of 11,10 of 24  23 of 49,2 of 4  6 of 10,9 of 13  16 of 23
0,Jake O'Brien  Christian Wellisch,1  0,25 of 84  46 of 179,29%  25%,61 of 122  67 of 200,9 of 11  0 of 1,81%  0%,0  0,0  0,0  0,25 of 84  46 of 179,25 of 84  31 of 158,0 of 0  3 of 4,0 of 0  12 of 17,17 of 67  44 of 172,5 of 9  2 of 7,3 of 8  0 of 0
0,Dan Cramer  Matt Arroyo,0  0,24 of 68  16 of 25,35%  64%,38 of 90  148 of 164,0 of 0  2 of 5,0%  40%,0  5,0  2,2  0,24 of 68  16 of 25,22 of 66  10 of 18,1 of 1  4 of 5,1 of 1  2 of 2,2 of 3  4 of 11,0 of 0  0 of 2,22 of 65  12 of 12
0,Dan Henderson Rich Franklin,0  0,36 of 88  39 of 96,40%  40%,43 of 96  47 of 106,4 of 6  0 of 0,66%  0%,0  0,2  0,0  0,36 of 88  39 of 96,18 of 64  14 of 66,3 of 5  22 of 27,15 of 19  3 of 3,21 of 59  31 of 82,4 of 8  8 of 13,11 of 21  0 of 1
0,Mauricio Rua Mark Coleman,2  0,62 of 102  31 of 69,60%  44%,106 of 148  71 of 113,1 of 2  7 of 9,50%  77%,2  0,1  1,0  0,62 of 102  31 of 69,34 of 69  26 of 64,19 of 21  4 of 4,9 of 12  1 of 1,39 of 72  12 of 45,17 of 23  7 of 7,6 of 7  12 of 17
0,Rousimar Palhares Jeremy Horn,0  0,18 of 35  7 of 36,51%  19%,124 of 168  22 of 51,7 of 10  1 of 1,70%  100%,0  1,9  2,0  0,18 of 35  7 of 36,17 of 32  5 of 34,1 of 3  1 of 1,0 of 0  1 of 1,5 of 14  6 of 31,1 of 2  0 of 3,12 of 19  1 of 2
0,Alan Belcher Denis Kang,0  0,9 of 28  26 of 55,32%  47%,9 of 28  54 of 85,0 of 0  3 of 5,0%  60%,1  1,0  5,0  0,9 of 28  26 of 55,3 of 19  17 of 45,2 of 5  7 of 8,4 of 4  2 of 2,8 of 27  16 of 39,1 of 1  3 of 4,0 of 0  7 of 12
0,Marcus Davis  Chris Lytle,0  0,59 of 166  73 of 198,35%  36%,73 of 180  91 of 216,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,59 of 166  73 of 198,29 of 122  34 of 150,27 of 40  14 of 19,3 of 4  25 of 29,53 of 154  58 of 167,6 of 12  15 of 31,0 of 0  0 of 0
0,John Hathaway Tom Egan,0  0,18 of 36  0 of 1,50%  0%,41 of 61  15 of 16,5 of 7  0 of 0,71%  0%,0  0,3  0,0  0,18 of 36  0 of 1,14 of 32  0 of 1,2 of 2  0 of 0,2 of 2  0 of 0,2 of 3  0 of 1,2 of 2  0 of 0,14 of 31  0 of 0
0,Martin Kampmann Alexandre Barros,1  0,33 of 52  8 of 20,63%  40%,51 of 71  13 of 25,0 of 1  1 of 2,0%  50%,2  0,3  1,0  0,33 of 52  8 of 20,26 of 42  1 of 12,6 of 9  1 of 1,1 of 1  6 of 7,4 of 16  4 of 15,6 of 10  3 of 3,23 of 26  1 of 2
0,Eric Schafer  Antonio Mendes,0  0,22 of 30  3 of 5,73%  60%,59 of 67  9 of 11,0 of 1  0 of 0,0%  0%,0  0,3  0,1  0,22 of 30  3 of 5,22 of 30  2 of 4,0 of 0  0 of 0,0 of 0  1 of 1,0 of 0  2 of 4,0 of 0  0 of 0,22 of 30  1 of 1
0,Tomasz Drwal  Ivan Serati,0  0,14 of 22  3 of 11,63%  27%,16 of 24  4 of 13,1 of 1  0 of 2,100%  0%,0  0,0  0,0  0,14 of 22  3 of 11,11 of 19  2 of 10,1 of 1  0 of 0,2 of 2  1 of 1,5 of 8  1 of 4,2 of 5  2 of 7,7 of 9  0 of 0
0,Dennis Siver Nate Mohr,1  0,48 of 190  48 of 102,25%  47%,57 of 200  68 of 125,0 of 1  1 of 2,0%  50%,0  0,0  1,0  0,48 of 190  48 of 102,28 of 159  17 of 63,2 of 9  10 of 13,18 of 22  21 of 26,42 of 181  42 of 92,6 of 9  2 of 2,0 of 0  4 of 8
